Id,Year,Month,Day,VideoDuration
0c450be0-d0f5-4ed2-8a1f-197e6673d494,2023,4,1,01:17
0d3fdc9a-4c04-4e71-a2ce-dbee7a311aa5,2023,4,1,01:37
0e12dac3-c000-4045-a0e2-cfd6313bb6b9,2023,4,1,01:08
0d66fa7f-4b7f-4f58-aa85-fc1882a6f456,2023,4,1,02:14
0e671cb2-ce52-4ca4-a9dc-2e97c4aafe72,2023,4,1,29:36
0eb4061a-ee47-4ca4-aec9-41547976121c,2023,4,1,01:14
0e7deef4-32e3-4dbd-9f42-69a5daf351eb,2023,4,1,01:00
0ec820bc-e1ea-4ba1-abbe-b1ef1c7e3a61,2023,4,1,01:09
0e8972f5-6d28-4413-ba71-863305ece277,2023,4,1,01:16
0ec929de-423e-4bcb-985d-0af6de800694,2023,4,1,04:42
0e95086a-8f4a-4fe9-a819-bee2b640fbe3,2023,4,1,01:02
0ef5127f-e68a-4b07-8cc0-0dc122d75252,2023,4,1,59:23
0fbaecfd-bacb-45fa-b435-ebd09bf69750,2023,4,1,01:12
0f84bb47-c22f-40ac-ae0d-bbc36037a517,2023,4,1,01:11
0fe9f635-e303-4106-8fb2-fd9b039e64cc,2023,4,1,01:51
113537ad-c3fd-4f0b-ab67-ece89e93f592,2023,4,1,01:07
10460ee1-78d6-4879-8f4e-e1710942135b,2023,4,1,01:13
116b98af-fcd6-44cd-a7cc-c35e6db3c950,2023,4,1,01:15
104983d1-4693-4f3a-bde5-1ae1d614aff5,2023,4,1,01:19
11775b1c-8479-497d-8755-81b0966fb047,2023,4,1,29:43
1069d580-911e-43ac-9038-677925b7572d,2023,4,1,01:45
13664bcb-74f8-4cf5-9bff-0342c44cd779,2023,4,1,01:05
10b6227d-ac6e-4385-9981-b4bf7ca2cd9f,2023,4,1,01:08
137d13cc-9a0e-47ce-a7a7-b90d4a34aef1,2023,4,1,01:06
10b9d392-3446-4b0f-bd3f-de754dcca008,2023,4,1,01:08
143845a1-9d05-4423-9fac-84752aa8de38,2023,4,1,01:11
123cbf6e-5eb9-4814-9b55-8e5108b8714b,2023,4,1,01:44
15ba2ea4-147b-4813-8160-d2fc8e4ffba9,2023,4,1,01:12
1289169e-3b2a-4e92-803d-b209f5f8f81f,2023,4,1,01:10
15cca62c-fa13-4220-9232-c5fb6afdaf8b,2023,4,1,01:17
12b24e5e-fea9-4b02-98cf-682a8bd5b939,2023,4,1,01:19
161dcf4d-48a0-49f2-a540-5725d35b3585,2023,4,1,01:09
12c8f7a7-014b-406d-94b8-bd1755a423f0,2023,4,1,01:33
167f6237-d94c-44a3-a30e-4e911865bc36,2023,4,1,01:15
12d5dd99-33f2-4123-8198-be085c704e91,2023,4,1,01:06
16a068fb-907c-4f1a-850a-ab3dcf744565,2023,4,1,59:17
12e8e287-6beb-4601-a857-47d49d102900,2023,4,1,01:20
18224e37-ed22-45d5-855e-07afd74f94a0,2023,4,1,01:56
1317e69b-2735-4942-8508-bf116d215fe9,2023,4,1,01:15
1877c646-4ef4-4e50-883c-29bb765ac2ca,2023,4,1,01:57
1334c99a-7fe4-4125-a40f-c74e09140648,2023,4,1,01:07
1a60ae04-57fa-4677-8251-613334cad2b2,2023,4,1,01:12
14618980-ad2b-4c65-9679-8ecf6859b0bf,2023,4,1,01:06
1ab363fd-40f4-46de-84e7-b1a55fdf61bb,2023,4,1,01:11
146f3b81-1832-4a6f-b793-41ef28e10faf,2023,4,1,01:11
1b054d68-bcdb-4dea-be5f-5d748e793dd3,2023,4,1,01:32
14a2d365-539f-46b8-ba45-7427f6039ef1,2023,4,1,02:10
1da97dad-f3bc-4a68-9d97-f4631e69e4a0,2023,4,1,01:06
1547a93e-3d14-4e55-bf07-22dc362162f5,2023,4,1,01:03
1df01a28-e6b4-42cf-902b-74ac68eb61a4,2023,4,1,01:10
16c92ca9-4835-4b78-bb4b-f0c3b2ee9062,2023,4,1,01:10
1e888f7e-5be2-461a-bfe0-5794ec32c1f1,2023,4,1,01:16
16f56122-0519-402c-ab54-02aa78560870,2023,4,1,03:02
1ec32f3c-929e-4d16-a037-00d6c5a0281f,2023,4,1,01:14
171d3a69-3e89-4e2b-b49e-4cc45a310636,2023,4,1,01:07
1ec8da60-2e0d-4c2c-aab2-3753ec40502d,2023,4,1,01:29
1720bd0c-e4f7-4599-9a0e-93d194319d55,2023,4,1,29:38
1eea4200-ff67-40c8-bf46-effcbfbd1e39,2023,4,1,01:23
17418fd6-bc18-4f0b-ab31-a69c17704d46,2023,4,1,01:10
20ce9e54-624e-47a8-93f8-e673ffed08c0,2023,4,1,01:25
18f4df82-300c-490d-8cef-298b8ebb115f,2023,4,1,01:06
20cf6c6a-41e8-4d39-8a05-f18156af0c89,2023,4,1,01:29
190d04f2-b89c-4787-8d7b-b32973c075e7,2023,4,1,01:07
211ec6c1-f55d-471f-a1f8-7bcdf7bae20b,2023,4,1,01:07
194d5952-bf83-433e-9777-51a0fdc7e91b,2023,4,1,01:45
234a1d06-d205-4fb9-8791-899dd69b1d30,2023,4,1,01:20
198a97cf-597c-4a36-b15f-7d57a1d7cf3d,2023,4,1,01:08
23daa19f-e624-418d-80e8-c2509a943e98,2023,4,1,01:04
198ae1f9-351b-4ec8-ae51-11dc81e6be45,2023,4,1,01:10
259837f8-0234-4aa8-902d-8cc0eda0dd57,2023,4,1,01:29
198cc275-f5f6-40d7-b0f7-2888eb173ab3,2023,4,1,01:11
26299727-7cb9-4153-adc8-a56b929fe5f4,2023,4,1,01:11
19c1d4dd-bca3-4859-9914-6c7a2f6bdc50,2023,4,1,00:58
27dae57f-0cba-4d3b-8e60-82aac5b25890,2023,4,1,01:07
1b3cdb48-b859-41ad-a446-bdc469b98491,2023,4,1,01:21
27eee0cf-9e4c-4e6b-9db6-06b6cb74d912,2023,4,1,01:07
1b8dec4b-e403-47e0-a23d-fd9e4706d452,2023,4,1,01:19
2802f6d0-b4f2-4438-bb34-590b1b04cc1b,2023,4,1,01:06
1b98b248-1fd7-4b01-8d38-ee59a8a379f3,2023,4,1,01:07
28065cbc-557d-40f2-9e6e-aa90dbadd21e,2023,4,1,59:16
1bafc883-c6f6-4319-8539-e9d63279ffc9,2023,4,1,01:06
28253d72-7fd9-47e4-b285-09d2979d4bad,2023,4,1,01:21
1bc326cf-8745-40a0-b509-27c907e185d9,2023,4,1,01:09
284eddf0-55e8-47a2-8f88-1cf960c7e1ad,2023,4,1,01:12
1bc952d8-de76-4b05-b21b-786979921f1e,2023,4,1,01:33
2871c7e2-f2c8-49a2-8cd6-32ad83a54d8a,2023,4,1,01:10
1c6df925-4ecc-4f5a-b31e-8b4228198431,2023,4,1,01:06
2a155412-4823-4611-9cd2-53f87406ab73,2023,4,1,01:25
1c81fb09-f322-472a-be15-5f93d330a27f,2023,4,1,01:16
2a22fa99-3e46-407c-8aa8-cb8b89b1897f,2023,4,1,01:31
1ca245d6-bcc5-49c7-84ef-02f92e83d12b,2023,4,1,01:16
2a3a3dd3-eb69-455b-9f1b-b9489946141c,2023,4,1,01:55
1d125fb4-c6bc-413a-aeaf-4cbbb8f5fbf5,2023,4,1,01:07
2a87adff-3f65-4748-a83b-18e720e124cc,2023,4,1,01:27
1d229315-ad03-43ee-b107-2d3539065fb3,2023,4,1,01:07
2a8e0bbe-5f7e-455c-a9ac-e41d25b9f65c,2023,4,1,01:09
1d25cb73-6433-4c86-8cef-8b77378119ad,2023,4,1,01:09
2aafd22f-0d5c-4692-a094-0d2a2668f3c9,2023,4,1,01:30
1f9f5458-a0dd-430b-a45e-610b4925c08e,2023,4,1,01:16
2bfb0f5b-77a2-46b1-9080-e93cd667fc58,2023,4,1,01:05
1fd8943c-d36b-4895-9898-3d9214255995,2023,4,1,01:22
2c1ed283-1795-466f-bc84-067ac35dabcc,2023,4,1,01:05
1fde9dcf-d537-4e6a-9762-cec896231f74,2023,4,1,01:20
2d376ce2-2a4d-4d44-888e-1edb6ac04fdd,2023,4,1,03:40
1fee5c41-a6f3-453f-994d-122f2248e303,2023,4,1,01:25
2d8e88be-2d8d-4cba-8572-692851c54dd4,2023,4,1,01:07
21e63d5e-6f0c-457c-a446-6181ee279bc8,2023,4,1,01:17
2db1ae19-9ffe-4e33-ab81-bd61b718324f,2023,4,1,59:17
2217f076-0d49-4d57-98e9-d74b8301cfe3,2023,4,1,01:15
2dc4a60e-2da8-4bef-a60d-cfae45831218,2023,4,1,01:22
2276b995-35fd-442b-a77a-125d5c952eef,2023,4,1,01:13
2dc70fac-a442-4b62-90bf-09184cedfeef,2023,4,1,01:12
22a357a5-a4e5-4a9e-a2cf-3ebd40955be2,2023,4,1,01:23
2de2487b-bd07-4242-b720-f1fbd9410454,2023,4,1,01:54
22b5e1c0-505c-44b0-b572-3d9fe1637133,2023,4,1,01:41
2f7357a1-21d6-43cb-b905-7a78ab2c549e,2023,4,1,01:16
22da7774-b094-4ac8-8dea-f790054094c7,2023,4,1,01:07
2fa5df2c-47f0-4019-857d-62145c85bdb8,2023,4,1,01:05
22e3ac78-0a27-47fa-8140-202759205879,2023,4,1,01:32
2fb55395-7158-4115-8fef-dde12bc00bc9,2023,4,1,01:45
22eea355-53df-481e-a5f1-a043dd080d18,2023,4,1,01:12
2fb619c3-5e50-4797-8115-5e4b12236348,2023,4,1,01:10
2436bf69-349e-4629-9da6-494ae7fdbb18,2023,4,1,01:17
2fc2cb8d-0175-4cfd-ab26-ebda53ba5169,2023,4,1,01:06
2441f759-4589-4beb-8114-5e887fecc12d,2023,4,1,01:02
2fcdbd34-5b51-4f07-a21a-427389395d05,2023,4,1,01:07
248ac2b8-21e9-4e65-a4b5-1d20fb944ee0,2023,4,1,01:13
301cd92f-7747-46da-88fc-922fe75da261,2023,4,1,01:25
24ea9abc-a10b-46ea-8b15-f121004e07d9,2023,4,1,01:31
30370286-9ac1-4cc4-885f-131acb1b0210,2023,4,1,01:08
24f3890b-d1ad-420b-b1e4-2b5fa4ee6f94,2023,4,1,01:09
3110fb78-f6a4-4667-b505-7ce7d5716509,2023,4,1,01:14
25050e94-9ad3-46ff-a4ae-aa29020609a9,2023,4,1,01:11
314f3e83-d669-4c0a-9640-8baa65ede3ee,2023,4,1,01:14
251f3843-9b7f-464e-ac87-2fb7aba5b729,2023,4,1,01:32
31c34c5f-6373-4c1d-bf4c-e4305ef5dad4,2023,4,1,01:05
27587216-00d0-4640-a5a0-b8ef35a4215d,2023,4,1,01:17
31d75759-a93a-4340-a658-b6e0bfabb06a,2023,4,1,01:15
28d45374-9453-4ba2-8556-dd583dbaa2f2,2023,4,1,01:16
31f18787-74a6-4462-a3ab-0f8d3b9178a9,2023,4,1,01:19
28e5459a-b88f-4cdf-b83a-44c2cebc6b96,2023,4,1,01:10
322bd35d-55d8-4221-ba9c-39a73f3623e7,2023,4,1,01:08
298db2a1-13a8-483b-8dcd-d7f16f4b8dd5,2023,4,1,01:09
3275e6cc-ddd8-4dc7-9754-7427e0231eef,2023,4,1,29:43
29af9119-353a-462b-82c1-32d201943107,2023,4,1,01:06
3313c14a-0d49-4f29-8d6d-6fdb53a809f6,2023,4,1,01:15
29f874a3-ad2a-4445-b978-057e620a25d7,2023,4,1,01:12
3367d488-916b-476c-bf40-9115b82f1a3f,2023,4,1,01:17
2b4b6329-bce5-4e5a-9395-b1f8a17595c4,2023,4,1,01:30
33a88811-434c-47be-a044-2a73520e5cae,2023,4,1,59:31
2b899858-865f-4345-8ae5-8727592b1c92,2023,4,1,01:08
33b0a849-ac14-4afb-a396-64bcaf80b9ec,2023,4,1,01:07
2b9fb347-e95f-456b-aeec-056d522808f6,2023,4,1,01:05
33ca1c1a-8cdc-4ac8-88d7-4ebe0ea0b565,2023,4,1,01:19
2e68e438-fb55-4719-baac-50a49390963b,2023,4,1,01:07
33eb5d5a-5c0d-4c00-a6bb-271ada5f9afa,2023,4,1,01:04
2e6f3556-3fcd-43a3-82d5-d87b1a1b0918,2023,4,1,01:09
34021dbd-2d8e-471b-8a39-2e916d7cb529,2023,4,1,01:09
2ebe8bd5-ff55-411a-956b-88eabe452aa5,2023,4,1,01:19
340713f1-1de0-4afb-a52b-c372c4945704,2023,4,1,01:44
2ee3448d-31aa-451d-800b-93c9f7cbd89c,2023,4,1,01:10
341ca4a2-11cc-4820-a76e-6307dd419e40,2023,4,1,01:02
35aae54a-7528-4ed0-9bea-90078d52406a,2023,4,1,01:16
34248140-b9e8-4fc1-a1fb-c04b1c3eac8b,2023,4,1,01:34
3a00ba71-cd6b-41ab-819c-2c238f837fbf,2023,4,1,01:11
342a8fa5-945f-44e5-a182-ea14c3c279a1,2023,4,1,01:08
3a3f95db-cfcc-4ec8-b48a-d1dea6ddb59e,2023,4,1,01:08
342cf90b-d608-4d64-8788-73cf597e708a,2023,4,1,01:32
3a562fcc-a8dc-4034-b041-5f693d8b3822,2023,4,1,01:12
3470c142-2081-477f-bbad-617b6cc68622,2023,4,1,01:14
3abb8248-a991-410f-89cf-562cd25f987f,2023,4,1,01:22
34755939-5382-4a23-9632-82db18b7ebbb,2023,4,1,01:03
3ad1c37f-6fe0-48ee-b980-783f88e3ce61,2023,4,1,01:05
34cd0353-2283-4a3e-a9d0-005fe86749bc,2023,4,1,01:13
3d2c3746-33d1-4214-808e-238b1d8901dc,2023,4,1,01:07
34d32382-240d-45a9-bfe4-3e50dbf2d7e1,2023,4,1,01:12
3d37b4fc-b098-487c-a9cc-ece15b2161fc,2023,4,1,01:19
34d9ef45-e7e2-4c27-85c2-c205b3b63e8a,2023,4,1,01:25
3d51efd5-37bb-4e40-a6dd-33d58123d0a8,2023,4,1,01:09
34f02edf-2042-48e7-9fe6-6470c45c7cb4,2023,4,1,01:07
3df637f3-9fb0-4d6f-b05f-b892aa3a2adc,2023,4,1,01:12
352d4361-0a41-457a-af28-26cf569b0a44,2023,4,1,01:05
3e01599b-a48f-4862-a84e-e6a1994239b4,2023,4,1,01:09
36badf2b-cb2c-4805-a15a-fa08f06e2f0d,2023,4,1,01:04
4069d82c-7426-4108-a1b1-554f6491b099,2023,4,1,01:02
379a2d58-87d0-4c16-8fc6-180add5be293,2023,4,1,01:13
408eaa14-3a57-4bf8-9f76-59f40b8dc6e9,2023,4,1,01:45
37b870d0-37ad-4444-9ba4-d03e074df9ad,2023,4,1,01:13
40b881f5-88e5-4b37-b24c-4b95d7be00f7,2023,4,1,01:30
37c97d61-820f-4317-a0a7-b9bccaa1a1fb,2023,4,1,01:53
40e78ffa-013e-48c6-ba49-1ecc7e4bbb44,2023,4,1,01:11
37ea8262-bebd-42b8-806c-b6a1527d60bf,2023,4,1,01:06
411880f8-5591-4bfc-ac25-94e0bc082e71,2023,4,1,01:16
3858ea22-9789-486f-bd2a-949f0435a71c,2023,4,1,02:20
43c15c4e-0b82-4294-adba-adc2fa54446e,2023,4,1,01:22
38c6f89f-d98c-4e68-ba00-72bd0f1789f4,2023,4,1,01:18
440f8ebd-497b-44f3-a7b3-985b441c5277,2023,4,1,01:12
38c7435f-dab1-40f5-ae3f-f3ce122a1409,2023,4,1,01:16
44763929-7b17-4a68-94c4-5353eb8336e6,2023,4,1,01:36
38c83364-65c2-4563-b40e-7de7d93dbfe7,2023,4,1,01:10
448f3549-0a8f-453e-8815-8ddb073a8d1b,2023,4,1,01:07
38e69913-0b5e-4c7d-86c0-ab67eefca1d5,2023,4,1,02:14
474899d1-5862-4243-97a2-a6a81799611b,2023,4,1,01:16
39c83618-3111-498c-94ac-805b23ef9aee,2023,4,1,01:12
476c75f5-e088-468f-b5a5-f2b9da63b266,2023,4,1,01:08
39d04996-66aa-4dd2-8d74-c492b8118e02,2023,4,1,01:24
477431ad-d2ce-4d2b-9f36-3a0c3ed0cbee,2023,4,1,01:34
39dbf269-447c-4ba7-9f3f-0cc7db032537,2023,4,1,01:13
498d4dec-85aa-4b41-b6d9-c71567539809,2023,4,1,01:06
3b345325-a328-4187-a8b0-202e769b40ea,2023,4,1,29:47
4a5e5684-0cf1-4cb4-8d9f-461faab55222,2023,4,1,01:55
3b50cb90-56c5-4a38-85fb-36324a836822,2023,4,1,01:10
4bb9b483-b188-4302-8e26-d229bd5067cc,2023,4,1,01:35
3b7c9908-5a12-4e21-927d-8ab60784f22c,2023,4,1,01:34
4c77bfa3-4af1-4633-97e8-b5acc7e2b86a,2023,4,1,01:05
3b8de4ff-f3cc-4a6e-bb23-7a4437b2af36,2023,4,1,01:06
4c90bcbc-d4c0-4507-b6e3-2d71bce3ec4c,2023,4,1,01:22
3ba1fa46-b2c7-40ed-b300-8e2c5090d178,2023,4,1,01:25
4ca29025-04cd-411c-80c4-ab1f541d4bb9,2023,4,1,01:05
3ba7e69a-b751-458e-96b9-c19711542774,2023,4,1,01:26
4dff97b2-d4cb-44ee-99d1-3da095118e70,2023,4,1,01:11
3c37b166-cf7e-44c4-81ce-049cf36e95b7,2023,4,1,01:15
4e7a1086-d161-44a9-a9c2-08f0dee7339d,2023,4,1,01:23
3c8f4704-5ff2-47f0-bd5f-c87b4fe1512b,2023,4,1,02:09
4e978d8c-315d-45d6-8c9d-8f4000cbe528,2023,4,1,01:06
3cac41dc-6779-4886-b0ac-5070d77dc00d,2023,4,1,01:07
4ea6ad04-8c3b-40d6-8c92-45f401e658fd,2023,4,1,01:25
3d0052b8-5114-4166-9ea2-e26d7f0b797b,2023,4,1,01:19
4eb455b9-0e4a-431c-bff3-ce63dfb54ac6,2023,4,1,03:49
3d0d58be-4506-4275-b9e8-da22a252f415,2023,4,1,01:09
4ec503b1-c04d-4105-9fee-63aea1c5f0e0,2023,4,1,59:13
3e2d76a3-9e10-4c4d-aa41-c73a194c72b0,2023,4,1,01:06
4ee39da1-bf41-4a87-9ec9-3db62c727331,2023,4,1,01:09
3e4a4b2a-4f6a-44d7-a997-569482cf706f,2023,4,1,01:08
4ef7e68f-47cd-477c-9bb8-19d0eca73933,2023,4,1,01:11
3e646ee7-0d15-4f5f-b1aa-d8f258605a6f,2023,4,1,01:42
50293196-d19c-4419-85a5-7e2c9e9bbbc3,2023,4,1,02:08
3e80738e-67ac-4219-b624-cd7ce8ea20ae,2023,4,1,01:11
503d1878-6d67-4dd8-87d1-37b2c1a7c966,2023,4,1,59:21
3eb1e081-3130-4a79-b612-7eecb9bc6bbe,2023,4,1,01:09
509e5da0-91c5-44ca-9c7f-007f87a069ac,2023,4,1,01:26
3ec47390-9031-40bc-9d5c-f4f69455572f,2023,4,1,01:10
50b50fbc-e378-4ef9-8aa4-83c7893143dd,2023,4,1,59:16
3f5e768a-f66f-4e76-907a-b8209b15d585,2023,4,1,01:07
50bd95f8-6ffe-402b-a997-f9edb784d5c3,2023,4,1,01:18
3f99425a-5785-495e-b301-7eb4dd4b5c3f,2023,4,1,03:06
50c154af-5d04-4a55-8eaf-b380110428ff,2023,4,1,01:25
3fac1181-9a23-496c-8a89-f55052d0a4b8,2023,4,1,01:06
51420777-3a85-46d8-845c-da77762c4c57,2023,4,1,01:19
4192b231-665a-4387-841a-912ee342dcbb,2023,4,1,01:06
51c87d25-6075-41b7-b683-19092c31f7b1,2023,4,1,01:51
41efb309-9fc5-468e-9b19-6eee358ef8b5,2023,4,1,01:09
51fab070-cf05-441d-9a24-f394cb7bcfc1,2023,4,1,01:28
423a9a31-7f7e-4b16-ae96-372390bfe077,2023,4,1,02:47
5201541c-6720-4712-95a3-f316ad2a89f8,2023,4,1,01:07
4264e72e-b73b-42b9-bccc-54cf3205d9f0,2023,4,1,04:39
53ceddd4-6e06-4604-bc21-54ae6d4736dd,2023,4,1,01:47
4275e3ee-edfe-431a-b774-3ff7c696e848,2023,4,1,59:15
54007a01-9502-4ee3-ad07-cde5d8ab2025,2023,4,1,01:38
42b253c3-218f-4982-8d30-1e4ec28d0767,2023,4,1,01:16
5414894e-0a3c-4a95-93cf-8c2c88d04b83,2023,4,1,01:11
42e46067-f2b0-454a-b562-ee61e9c1f924,2023,4,1,01:07
56242fac-9f54-4e2e-8204-e0261905d1a1,2023,4,1,01:42
437b30a8-2232-47ce-af9d-97ef1d59720a,2023,4,1,02:57
56703629-e4b0-4e45-b686-85b28a1e4a09,2023,4,1,01:42
44dc86c9-9e6d-4c24-8dd2-f6eea5e6b711,2023,4,1,02:35
56998546-3c46-4aea-8be1-5938bc5425da,2023,4,1,01:22
4512b6a5-fc45-459f-b2b6-13f23898baf2,2023,4,1,01:21
56a6ccb5-fd31-4a60-b3a7-ed916cc90113,2023,4,1,01:08
45be472e-35b5-47b2-b1f7-a07886889611,2023,4,1,01:43
56e09b4b-e5dd-4302-9249-6f1f54948995,2023,4,1,01:06
45c0e721-5234-42fb-90fa-01791c2aa89b,2023,4,1,01:51
56e4cbd0-0737-4047-9df5-0ef925ab3964,2023,4,1,01:12
460bea23-af40-4713-a37f-29bcac64ccbb,2023,4,1,01:07
585cd64b-1bbf-4ba0-a8da-0223653dc946,2023,4,1,01:09
462cb26a-166b-4da8-85ab-305df7ee355a,2023,4,1,01:47
58b5e018-b694-4373-8661-86c2a0f93ede,2023,4,1,01:59
4676f9f2-caf6-4852-bfb6-86dbf513b57a,2023,4,1,01:55
58bbc827-33b3-4567-bf93-0745e8b2df45,2023,4,1,01:07
46c70edd-ef3b-4d69-96e5-04173633030a,2023,4,1,01:12
58bf7a97-2425-488c-ade4-8660a6bf3702,2023,4,1,01:37
46e34ddc-c5fd-43b4-a124-8aeb1ca5abab,2023,4,1,01:09
58d56280-79c7-4df2-ad0b-4c3a7ce3e2ab,2023,4,1,01:06
484e4716-08ab-494e-85d7-ffc610e25e7c,2023,4,1,01:33
5aac5a89-dbf4-4323-b13d-c38d0d4c1223,2023,4,1,01:11
485caba7-3393-4833-9477-5b03e0a9c946,2023,4,1,01:35
5ac5c8a9-d3e6-4f81-a42d-ede3b98f43b6,2023,4,1,01:14
488d0ca0-82d7-4f2d-b180-0c11b2a88839,2023,4,1,29:42
5aeb24e1-8524-4346-854b-708aa3156c6c,2023,4,1,01:18
48b1f5cf-f3c6-44a6-a133-adba93eb3086,2023,4,1,01:08
5b68cf1e-2850-42d5-b837-2310000ca9c8,2023,4,1,01:14
495e79c9-be2c-4522-846d-2aca94612956,2023,4,1,01:28
5ceb0405-406b-4bca-9b1d-c5cc20ab87ac,2023,4,1,01:22
4b018678-6524-4226-8270-1a4e5052c24a,2023,4,1,01:18
5d14a645-414e-4c97-9da3-8a37b487c713,2023,4,1,01:16
4b2df246-301f-46a4-8fc7-293eecddfcbd,2023,4,1,01:30
5d6b9847-4011-44bc-ba76-f763c3c96bcd,2023,4,1,01:08
4b63db87-cf0f-4667-b657-a7d3a4fe72eb,2023,4,1,59:12
5d7d825c-20d7-45a3-822d-54e4f9e0e84a,2023,4,1,01:18
4cfe5906-58c8-4181-ac34-5e9ae49a0e96,2023,4,1,02:36
5d9d4636-63f6-4bd6-9ae0-ebce69c15756,2023,4,1,01:30
4d1cb448-6cb2-4846-a094-8fba68efffaf,2023,4,1,01:07
5ef5e7e4-2e86-46ec-8ba4-9554b60d9e07,2023,4,1,01:16
4dd7e6ed-ca9a-4f81-b72a-b4fd06eeca28,2023,4,1,01:08
5f08467b-0de8-4842-8cd8-fef5eb4a4d00,2023,4,1,01:38
4f69c6bc-ccf7-464c-8921-f161e01eff0b,2023,4,1,01:16
5f6dae33-f9b6-4e49-8b2a-6f1b8f21a973,2023,4,1,01:07
4fa97c16-3aca-4f43-b296-2d33b4e49969,2023,4,1,01:19
5f7f2010-4cac-416e-8c77-c30bfe1ee898,2023,4,1,01:16
