Country,Store,Provider,Bandwidth
El Salvador,2014,BW Tigo,10
El Salvador,2015,BW Tigo,10
El Salvador,2016,BW Tigo,10
El Salvador,2017,BW Tigo,10
El Salvador,2018,BW Tigo,10
El Salvador,2019,BW Tigo,10
El Salvador,2020,BW Tigo,10
El Salvador,2021,BW Tigo,10
El Salvador,2022,BW Tigo,10
El Salvador,2023,BW Tigo,0
El Salvador,2024,BW Tigo,10
El Salvador,2025,BW Tigo,10
El Salvador,2026,BW Tigo,0
El Salvador,2027,BW Tigo,1
El Salvador,2028,BW Tigo,10
El Salvador,2029,BW Tigo,10
El Salvador,2030,BW Tigo,10
El Salvador,2031,BW Tigo,0
El Salvador,2032,BW Tigo,10
El Salvador,2034,BW Tigo,10
El Salvador,2035,BW Tigo,10
El Salvador,2036,BW Tigo,0
El Salvador,2037,BW Tigo,10
El Salvador,2038,BW Tigo,10
El Salvador,2039,BW Tigo,10
El Salvador,2040,BW Tigo,10
El Salvador,2041,BW Tigo,10
El Salvador,2042,BW Tigo,10
El Salvador,2043,BW Tigo,10
El Salvador,2044,BW Tigo,10
El Salvador,2046,BW Tigo,10
El Salvador,2047,BW Tigo,10
El Salvador,2049,BW Tigo,10
El Salvador,2050,BW Tigo,10
El Salvador,2051,BW Tigo,10
El Salvador,2048,BW Tigo,10
El Salvador,2045,BW Tigo,10
El Salvador,2052,BW Tigo,10
El Salvador,2053,BW Tigo,10
El Salvador,2054,BW Tigo,10
El Salvador,2055,BW Tigo,10
El Salvador,2056,BW Tigo,10
El Salvador,2033,BW Tigo,10
El Salvador,2057,BW Tigo,10
El Salvador,2059,BW Tigo,10
El Salvador,2058,BW Tigo,10
El Salvador,2060,BW Tigo,10
El Salvador,2061,BW Tigo,10
El Salvador,2062,BW Tigo,10
El Salvador,2063,BW Tigo,10
El Salvador,2064,BW Tigo,10
El Salvador,2065,BW Tigo,0
El Salvador,2066,BW Tigo,10
El Salvador,2001,BW Claro,10
El Salvador,2002,BW Claro,10
El Salvador,2003,BW Claro,0
El Salvador,2004,BW Claro,10
El Salvador,2005,BW Claro,10
El Salvador,2006,BW Claro,10
El Salvador,2007,BW Claro,10
El Salvador,2008,BW Claro,10
El Salvador,2009,BW Claro,10
El Salvador,2010,BW Claro,0
El Salvador,2011,BW Claro,10
El Salvador,2012,BW Claro,10
El Salvador,2013,BW Claro,10
El Salvador,2014,BW Claro,10
El Salvador,2015,BW Claro,10
El Salvador,2016,BW Claro,10
El Salvador,2017,BW Claro,10
El Salvador,2018,BW Claro,10
El Salvador,2019,BW Claro,10
El Salvador,2020,BW Claro,10
El Salvador,2021,BW Claro,10
El Salvador,2022,BW Claro,10
El Salvador,2023,BW Claro,0
El Salvador,2024,BW Claro,10
El Salvador,2025,BW Claro,10
El Salvador,2026,BW Claro,10
El Salvador,2027,BW Claro,10
El Salvador,2028,BW Claro,10
El Salvador,2029,BW Claro,10
El Salvador,2030,BW Claro,10
El Salvador,2031,BW Claro,10
El Salvador,2032,BW Claro,10
El Salvador,2034,BW Claro,10
El Salvador,2035,BW Claro,10
El Salvador,2036,BW Claro,10
El Salvador,2037,BW Claro,10
El Salvador,2038,BW Claro,10
El Salvador,2039,BW Claro,10
El Salvador,2040,BW Claro,10
El Salvador,2041,BW Claro,10
El Salvador,2042,BW Claro,10
El Salvador,2043,BW Claro,10
El Salvador,2044,BW Claro,10
El Salvador,2046,BW Claro,10
El Salvador,2047,BW Claro,10
El Salvador,2049,BW Claro,10
El Salvador,2050,BW Claro,10
El Salvador,2051,BW Claro,10
El Salvador,2048,BW Claro,10
El Salvador,2045,BW Claro,10
El Salvador,2052,BW Claro,0
El Salvador,2053,BW Claro,10
El Salvador,2054,BW Claro,10
El Salvador,2055,BW Claro,10
El Salvador,2056,BW Claro,10
El Salvador,2033,BW Claro,10
El Salvador,2057,BW Claro,10
El Salvador,2059,BW Claro,10
El Salvador,2058,BW Claro,10
El Salvador,2060,BW Claro,10
El Salvador,2061,BW Claro,10
El Salvador,2062,BW Claro,0
El Salvador,2063,BW Claro,0
El Salvador,2064,BW Claro,0
El Salvador,2065,BW Claro,10
El Salvador,2066,BW Claro,10
Guatemala,2201,BW Tigo,10
Guatemala,2202,BW Tigo,10
Guatemala,2203,BW Tigo,10
Guatemala,2204,BW Tigo,1
Guatemala,2205,BW Tigo,1
Guatemala,2206,BW Tigo,10
Guatemala,2207,BW Tigo,0
Guatemala,2208,BW Tigo,10
Guatemala,2209,BW Tigo,0
Guatemala,2210,BW Tigo,10
Guatemala,2211,BW Tigo,10
Guatemala,2212,BW Tigo,0
Guatemala,2213,BW Tigo,10
Guatemala,2214,BW Tigo,0
Guatemala,2215,BW Tigo,1
Guatemala,2216,BW Tigo,0
Guatemala,2217,BW Tigo,10
Guatemala,2218,BW Tigo,10
Guatemala,2219,BW Tigo,10
Guatemala,2220,BW Tigo,1
Guatemala,2221,BW Tigo,10
Guatemala,2222,BW Tigo,10
Guatemala,2223,BW Tigo,10
Guatemala,2224,BW Tigo,10
Guatemala,2225,BW Tigo,10
Guatemala,2226,BW Tigo,1
Guatemala,2227,BW Tigo,0
Guatemala,2228,BW Tigo,0
Guatemala,2229,BW Tigo,1
Guatemala,2230,BW Tigo,1
Guatemala,2231,BW Tigo,10
Guatemala,2232,BW Tigo,10
Guatemala,2233,BW Tigo,0
Guatemala,2234,BW Tigo,10
Guatemala,2235,BW Tigo,10
Guatemala,2236,BW Tigo,1
Guatemala,2237,BW Tigo,0
Guatemala,2238,BW Tigo,10
Guatemala,2239,BW Tigo,10
Guatemala,2240,BW Tigo,10
Guatemala,2241,BW Tigo,10
Guatemala,2242,BW Tigo,0
Guatemala,2243,BW Tigo,10
Guatemala,2244,BW Tigo,10
Guatemala,2245,BW Tigo,10
Guatemala,2246,BW Tigo,10
Guatemala,2247,BW Tigo,10
Guatemala,2248,BW Tigo,10
Guatemala,2252,BW Tigo,10
Guatemala,2253,BW Tigo,10
Guatemala,2254,BW Tigo,0
Guatemala,2255,BW Tigo,10
Guatemala,2256,BW Tigo,10
Guatemala,2249,BW Tigo,10
Guatemala,2250,BW Tigo,10
Guatemala,2257,BW Tigo,0
Guatemala,2251,BW Tigo,10
Guatemala,2259,BW Tigo,10
Guatemala,2261,BW Tigo,0
Guatemala,2262,BW Tigo,10
Guatemala,2258,BW Tigo,10
Guatemala,2260,BW Tigo,10
Guatemala,2263,BW Tigo,10
Guatemala,2264,BW Tigo,0
Guatemala,2265,BW Tigo,10
Guatemala,2266,BW Tigo,1
Guatemala,2267,BW Tigo,10
Guatemala,2268,BW Tigo,10
Guatemala,2269,BW Tigo,10
Guatemala,2270,BW Tigo,10
Guatemala,2271,BW Tigo,10
Guatemala,2272,BW Tigo,10
Guatemala,2273,BW Tigo,5
Guatemala,2274,BW Tigo,10
Guatemala,2275,BW Tigo,10
Guatemala,2276,BW Tigo,10
Guatemala,2277,BW Tigo,10
Guatemala,2278,BW Tigo,0
Guatemala,2279,BW Tigo,10
Guatemala,2280,BW Tigo,10
Guatemala,2281,BW Tigo,10
Guatemala,2282,BW Tigo,10
Guatemala,2283,BW Tigo,10
Guatemala,2284,BW Tigo,10
Guatemala,2285,BW Tigo,0
Guatemala,2286,BW Tigo,0
Guatemala,2287,BW Tigo,0
Guatemala,2288,BW Tigo,0
Guatemala,2289,BW Tigo,0
Guatemala,2290,BW Tigo,0
Guatemala,2291,BW Tigo,10
Guatemala,2201,BW Claro,10
Guatemala,2202,BW Claro,10
Guatemala,2203,BW Claro,10
Guatemala,2204,BW Claro,10
Guatemala,2205,BW Claro,10
Guatemala,2206,BW Claro,10
Guatemala,2207,BW Claro,10
Guatemala,2208,BW Claro,10
Guatemala,2209,BW Claro,10
Guatemala,2210,BW Claro,10
Guatemala,2211,BW Claro,10
Guatemala,2212,BW Claro,10
Guatemala,2213,BW Claro,10
Guatemala,2214,BW Claro,10
Guatemala,2215,BW Claro,10
Guatemala,2216,BW Claro,10
Guatemala,2217,BW Claro,10
Guatemala,2218,BW Claro,10
Guatemala,2219,BW Claro,10
Guatemala,2220,BW Claro,10
Guatemala,2221,BW Claro,10
Guatemala,2222,BW Claro,10
Guatemala,2223,BW Claro,10
Guatemala,2224,BW Claro,10
Guatemala,2225,BW Claro,10
Guatemala,2226,BW Claro,10
Guatemala,2227,BW Claro,10
Guatemala,2228,BW Claro,10
Guatemala,2229,BW Claro,10
Guatemala,2230,BW Claro,10
Guatemala,2231,BW Claro,10
Guatemala,2232,BW Claro,10
Guatemala,2233,BW Claro,10
Guatemala,2234,BW Claro,0
Guatemala,2235,BW Claro,10
Guatemala,2236,BW Claro,10
Guatemala,2237,BW Claro,10
Guatemala,2238,BW Claro,10
Guatemala,2239,BW Claro,10
Guatemala,2240,BW Claro,10
Guatemala,2241,BW Claro,10
Guatemala,2242,BW Claro,10
Guatemala,2243,BW Claro,10
Guatemala,2244,BW Claro,10
Guatemala,2245,BW Claro,10
Guatemala,2246,BW Claro,10
Guatemala,2247,BW Claro,10
Guatemala,2248,BW Claro,10
Guatemala,2252,BW Claro,10
Guatemala,2253,BW Claro,10
Guatemala,2254,BW Claro,10
Guatemala,2255,BW Claro,10
Guatemala,2256,BW Claro,10
Guatemala,2249,BW Claro,10
Guatemala,2250,BW Claro,10
Guatemala,2257,BW Claro,10
Guatemala,2251,BW Claro,10
Guatemala,2259,BW Claro,10
Guatemala,2261,BW Claro,10
Guatemala,2262,BW Claro,10
Guatemala,2258,BW Claro,10
Guatemala,2260,BW Claro,10
Guatemala,2263,BW Claro,10
Guatemala,2264,BW Claro,10
Guatemala,2265,BW Claro,10
Guatemala,2266,BW Claro,10
Guatemala,2267,BW Claro,10
Guatemala,2268,BW Claro,10
Guatemala,2269,BW Claro,2
Guatemala,2270,BW Claro,5
Guatemala,2271,BW Claro,0
Guatemala,2272,BW Claro,10
Guatemala,2273,BW Claro,0
Guatemala,2274,BW Claro,10
Guatemala,2275,BW Claro,10
Guatemala,2276,BW Claro,10
Guatemala,2277,BW Claro,10
Guatemala,2278,BW Claro,10
Guatemala,2279,BW Claro,10
Guatemala,2280,BW Claro,10
Guatemala,2281,BW Claro,0
Guatemala,2282,BW Claro,0
Guatemala,2283,BW Claro,0
Guatemala,2284,BW Claro,0
Guatemala,2285,BW Claro,10
Guatemala,2286,BW Claro,10
Guatemala,2287,BW Claro,0
Guatemala,2288,BW Claro,0
Guatemala,2289,BW Claro,0
Guatemala,2290,BW Claro,10
Guatemala,2291,BW Claro,0
Peru,4001,BW Optical,0
Peru,4002,BW Optical,0
Peru,4003,BW Optical,0
Peru,4004,BW Optical,12
Peru,4005,BW Optical,0
Peru,4006,BW Optical,12
Peru,4007,BW Optical,12
Peru,4008,BW Optical,0
Peru,4009,BW Optical,12
Peru,4010,BW Optical,0
Peru,4011,BW Optical,12
Peru,4012,BW Optical,12
Peru,4013,BW Optical,12
Peru,4014,BW Optical,12
Peru,4015,BW Optical,10
Peru,4016,BW Optical,10
Peru,4017,BW Optical,10
Peru,4018,BW Optical,0
Peru,4019,BW Optical,0
Peru,4020,BW Optical,0
Peru,4021,BW Optical,0
Peru,4022,BW Optical,10
Peru,4023,BW Optical,0
Peru,4024,BW Optical,0
Peru,4001,BW Claro,12
Peru,4002,BW Claro,12
Peru,4003,BW Claro,12
Peru,4004,BW Claro,12
Peru,4005,BW Claro,10
Peru,4006,BW Claro,10
Peru,4007,BW Claro,12
Peru,4008,BW Claro,12
Peru,4009,BW Claro,12
Peru,4010,BW Claro,10
Peru,4011,BW Claro,10
Peru,4012,BW Claro,10
Peru,4013,BW Claro,10
Peru,4014,BW Claro,0
Peru,4015,BW Claro,10
Peru,4016,BW Claro,10
Peru,4017,BW Claro,10
Peru,4018,BW Claro,10
Peru,4019,BW Claro,10
Peru,4020,BW Claro,10
Peru,4021,BW Claro,0
Peru,4022,BW Claro,10
Peru,4023,BW Claro,0
Peru,4024,BW Claro,10
